Source,Target,Weight,Type
0,1.0,2,Directed
0,2.0,18,Directed
0,3.0,22,Directed
0,4.0,12,Directed
0,5.0,2,Directed
0,6.0,8,Directed
0,7.0,51,Directed
0,8.0,1,Directed
0,9.0,20,Directed
0,10.0,20,Directed
0,11.0,20,Directed
0,12.0,5,Directed
0,13.0,6,Directed
0,15.0,8,Directed
0,16.0,1,Directed
0,17.0,2,Directed
0,18.0,28,Directed
0,19.0,1,Directed
0,20.0,5,Directed
0,21.0,1,Directed
0,22.0,14,Directed
0,23.0,15,Directed
0,24.0,3,Directed
0,25.0,1,Directed
0,26.0,29,Directed
0,27.0,32,Directed
0,28.0,10,Directed
0,31.0,14,Directed
0,32.0,14,Directed
0,33.0,13,Directed
0,34.0,21,Directed
0,35.0,68,Directed
0,36.0,42,Directed
0,37.0,4,Directed
0,38.0,1,Directed
0,39.0,2,Directed
0,40.0,2,Directed
0,41.0,46,Directed
0,42.0,11,Directed
0,43.0,1,Directed
0,44.0,5,Directed
0,45.0,4,Directed
0,46.0,16,Directed
0,47.0,1,Directed
0,48.0,18,Directed
0,49.0,93,Directed
0,50.0,4,Directed
0,52.0,12,Directed
0,53.0,1,Directed
0,54.0,2,Directed
0,56.0,7,Directed
0,57.0,4,Directed
0,58.0,7,Directed
0,59.0,3,Directed
0,60.0,4,Directed
0,61.0,46,Directed
0,62.0,2,Directed
0,63.0,11,Directed
0,64.0,3,Directed
0,65.0,9,Directed
0,66.0,9,Directed
0,67.0,7,Directed
0,68.0,3,Directed
0,69.0,2,Directed
0,71.0,2,Directed
0,72.0,1,Directed
0,73.0,2,Directed
0,74.0,4,Directed
0,75.0,6,Directed
0,77.0,4,Directed
0,78.0,5,Directed
0,80.0,3,Directed
0,81.0,1,Directed
0,83.0,78,Directed
0,86.0,13,Directed
0,87.0,1,Directed
0,88.0,2,Directed
0,89.0,1,Directed
0,90.0,18,Directed
0,91.0,4,Directed
0,92.0,3,Directed
0,93.0,6,Directed
0,98.0,3,Directed
0,104.0,29,Directed
0,105.0,12,Directed
0,109.0,2,Directed
0,113.0,1,Directed
0,117.0,43,Directed
0,119.0,20,Directed
0,120.0,4,Directed
0,125.0,14,Directed
0,127.0,1,Directed
0,128.0,1,Directed
0,133.0,1,Directed
0,135.0,31,Directed
0,136.0,8,Directed
0,137.0,2,Directed
0,139.0,18,Directed
0,140.0,45,Directed
0,142.0,1,Directed
0,144.0,4,Directed
0,145.0,64,Directed
0,146.0,16,Directed
0,147.0,7,Directed
0,152.0,17,Directed
0,162.0,1,Directed
0,170.0,25,Directed
0,171.0,10,Directed
0,173.0,6,Directed
0,176.0,3,Directed
0,177.0,19,Directed
0,179.0,30,Directed
0,184.0,12,Directed
0,187.0,1,Directed
0,188.0,1,Directed
0,189.0,6,Directed
0,190.0,4,Directed
0,191.0,2,Directed
0,195.0,2,Directed
0,197.0,3,Directed
0,198.0,2,Directed
0,200.0,1,Directed
1,0.0,2,Directed
1,2.0,48,Directed
1,3.0,25,Directed
1,4.0,27,Directed
1,5.0,117,Directed
1,6.0,2,Directed
1,7.0,15,Directed
1,8.0,14,Directed
1,9.0,5,Directed
1,10.0,2,Directed
1,11.0,37,Directed
1,12.0,11,Directed
1,13.0,5,Directed
1,14.0,2,Directed
1,15.0,10,Directed
1,16.0,102,Directed
1,17.0,4,Directed
1,18.0,56,Directed
1,19.0,43,Directed
1,20.0,5,Directed
1,21.0,10,Directed
1,22.0,3,Directed
1,23.0,4,Directed
1,24.0,45,Directed
1,25.0,49,Directed
1,26.0,3,Directed
1,27.0,15,Directed
1,29.0,12,Directed
1,30.0,1,Directed
1,31.0,8,Directed
1,32.0,51,Directed
1,33.0,3,Directed
1,34.0,2,Directed
1,35.0,3,Directed
1,36.0,5,Directed
1,38.0,1,Directed
1,39.0,128,Directed
1,40.0,16,Directed
1,41.0,14,Directed
1,42.0,18,Directed
1,43.0,28,Directed
1,44.0,2,Directed
1,45.0,5,Directed
1,46.0,125,Directed
1,47.0,59,Directed
1,48.0,3,Directed
1,49.0,17,Directed
1,50.0,14,Directed
1,51.0,3,Directed
1,52.0,96,Directed
1,53.0,4,Directed
1,54.0,55,Directed
1,56.0,1,Directed
1,57.0,13,Directed
1,59.0,61,Directed
1,60.0,21,Directed
1,61.0,2,Directed
1,63.0,3,Directed
1,64.0,2,Directed
1,65.0,1,Directed
1,66.0,51,Directed
1,67.0,14,Directed
1,68.0,6,Directed
1,69.0,25,Directed
1,70.0,18,Directed
1,71.0,9,Directed
1,74.0,5,Directed
1,75.0,1,Directed
1,76.0,21,Directed
1,77.0,31,Directed
1,79.0,30,Directed
1,80.0,1,Directed
1,84.0,38,Directed
1,86.0,8,Directed
1,88.0,12,Directed
1,92.0,1,Directed
1,94.0,1,Directed
1,97.0,1,Directed
1,98.0,10,Directed
1,99.0,1,Directed
1,100.0,1,Directed
1,107.0,12,Directed
1,108.0,17,Directed
1,113.0,1,Directed
1,114.0,25,Directed
1,117.0,2,Directed
1,118.0,10,Directed
1,122.0,2,Directed
1,123.0,11,Directed
1,124.0,15,Directed
1,125.0,6,Directed
1,126.0,19,Directed
1,127.0,4,Directed
1,128.0,5,Directed
1,130.0,6,Directed
1,133.0,4,Directed
1,136.0,6,Directed
1,138.0,5,Directed
1,139.0,2,Directed
1,141.0,4,Directed
1,142.0,3,Directed
1,143.0,14,Directed
1,147.0,10,Directed
1,148.0,3,Directed
1,149.0,3,Directed
1,150.0,1,Directed
1,151.0,13,Directed
1,152.0,3,Directed
1,153.0,3,Directed
1,154.0,1,Directed
1,157.0,28,Directed
1,158.0,3,Directed
1,160.0,2,Directed
1,162.0,14,Directed
1,163.0,1,Directed
1,165.0,1,Directed
1,167.0,3,Directed
1,168.0,2,Directed
1,170.0,2,Directed
1,184.0,2,Directed
1,188.0,1,Directed
2,0.0,22,Directed
2,1.0,34,Directed
2,3.0,48,Directed
2,4.0,85,Directed
2,5.0,50,Directed
2,6.0,24,Directed
2,7.0,50,Directed
2,8.0,14,Directed
2,9.0,32,Directed
2,10.0,9,Directed
2,11.0,34,Directed
2,12.0,44,Directed
2,13.0,20,Directed
2,14.0,2,Directed
2,15.0,59,Directed
2,16.0,9,Directed
2,17.0,5,Directed
2,18.0,33,Directed
2,19.0,25,Directed
2,20.0,31,Directed
2,21.0,43,Directed
2,22.0,20,Directed
2,23.0,41,Directed
2,24.0,24,Directed
2,25.0,73,Directed
2,26.0,23,Directed
